Player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 31
jaden ivey,2022-23,20.0,DET,NBA,SG,74,73,31.1,5.5,13.3,0.416,1.6,4.7,0.343,3.9,8.6,0.457,0.477,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,
jaden ivey,2023-24,21.0,DET,NBA,SG,77,61,28.8,5.4,12.6,0.429,1.6,4.8,0.336,3.8,7.8,0.485,0.492,2.9,3.9,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4,
evan fournier,2021-22,29.0,NYK,NBA,SG,80.0,80.0,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,
evan fournier,2022-23,30.0,NYK,NBA,SG,27.0,7.0,17.0,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.443,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,
evan fournier,2023-24,31.0,TOT,NBA,SG,32.0,0.0,18.1,2.5,6.9,0.357,1.0,4.1,0.254,1.4,2.8,0.505,0.432,0.9,1.1,0.806,0.2,1.7,1.8,1.5,0.9,0.2,0.7,1.5,6.9,
tim hardaway,2021-22,29.0,DAL,NBA,SG,42.0,20.0,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,
tim hardaway,2022-23,30.0,DAL,NBA,SF,71.0,45.0,30.3,4.8,11.9,0.401,3.0,7.7,0.385,1.8,4.2,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,
tim hardaway,2023-24,31.0,DAL,NBA,SF,79.0,12.0,26.8,5.0,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,
nickeil alexander-walker,2021-22,23.0,TOT,NBA,SG,65.0,21.0,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,
nickeil alexander-walker,2022-23,24.0,TOT,NBA,SG,59.0,3.0,15.0,2.2,5.0,0.444,1.0,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,
nickeil alexander-walker,2023-24,25.0,MIN,NBA,SG,82.0,20.0,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0,
rudy gobert,2021-22,29.0,UTA,NBA,C,66.0,66.0,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,
rudy gobert,2022-23,30.0,MIN,NBA,C,70.0,70.0,30.7,5.1,7.8,0.659,0.0,0.0,0.0,5.1,7.8,0.663,0.659,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3.0,13.4,
rudy gobert,2023-24,31.0,MIN,NBA,C,76.0,76.0,34.1,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,
jayson tatum,2021-22,23.0,BOS,NBA,SF,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,
jayson tatum,2022-23,24.0,BOS,NBA,SF,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,
jayson tatum,2023-24,25.0,BOS,NBA,PF,74,74,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6.0,11.0,0.542,0.552,5.6,6.7,0.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,2.0,26.9,
xavier tillman,2021-22,23.0,MEM,NBA,PF,53.0,2.0,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.477,0.9,1.3,0.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,
xavier tillman,2022-23,24.0,MEM,NBA,C,61.0,29.0,19.3,3.1,5.0,0.614,0.1,0.2,0.267,3.0,4.8,0.632,0.621,0.8,1.5,0.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0,
xavier tillman,2023-24,25.0,TOT,NBA,"C,PF",54.0,15.0,18.0,2.2,5.2,0.434,0.4,1.5,0.247,1.9,3.7,0.51,0.47,0.4,0.9,0.44,1.3,2.6,3.9,1.4,0.9,0.8,0.6,1.4,5.3,
ron harper,2022-23,22.0,TOR,NBA,PF,9,0,5.3,0.9,1.8,0.5,0.3,1.0,0.333,0.6,0.8,0.714,0.594,0.1,0.1,1.0,0.3,0.4,0.8,0.4,0.0,0.1,0.0,0.3,2.2,
ron harper,2023-24,23.0,TOR,NBA,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,
jd davison,2022-23,20.0,BOS,NBA,SG,12,0,5.5,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1.0,0.5,0.474,0.1,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,
jd davison,2023-24,21.0,BOS,NBA,SG,8,0,4.9,0.6,1.5,0.417,0.4,0.9,0.429,0.3,0.6,0.4,0.542,0.4,0.5,0.75,0.3,1.0,1.3,1.3,0.1,0.1,0.3,0.5,2.0,
derrick white,2021-22,27.0,TOT,NBA,SG,75.0,52.0,29.3,4.5,10.7,0.421,1.5,4.9,0.312,3.0,5.7,0.515,0.493,2.7,3.1,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3,13.2,
derrick white,2022-23,28.0,BOS,NBA,SG,82.0,70.0,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,
derrick white,2023-24,29.0,BOS,NBA,SG,73.0,73.0,32.6,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,2.1,15.2,
neemias queta,2021-22,22.0,SAC,NBA,C,15.0,0.0,8.0,1.1,2.5,0.447,0.0,0.0,,1.1,2.5,0.447,0.447,0.7,1.1,0.647,0.9,1.1,2.1,0.4,0.1,0.5,0.4,1.2,3.0,
neemias queta,2022-23,23.0,SAC,NBA,C,5.0,0.0,5.8,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.0,0.4,0.0,1.0,1.2,2.2,0.2,0.0,0.4,0.2,1.4,2.4,
neemias queta,2023-24,24.0,BOS,NBA,C,28.0,0.0,11.9,2.4,3.7,0.644,0.0,0.0,,2.4,3.7,0.644,0.644,0.7,1.0,0.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,
drew peterson,2023-24,24.0,BOS,NBA,PF,3,0,7.7,1.3,2.0,0.667,1.0,1.7,0.6,0.3,0.3,1.0,0.917,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7,
luke kornet,2021-22,26.0,TOT,NBA,C,15.0,0.0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,
luke kornet,2022-23,27.0,BOS,NBA,C,69.0,0.0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,
luke kornet,2023-24,28.0,BOS,NBA,C,63.0,7.0,15.6,2.3,3.2,0.7,0.0,0.0,1.0,2.2,3.2,0.698,0.702,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,1.2,5.3,
jrue holiday,2021-22,31.0,MIL,NBA,PG,67.0,64.0,33.0,7.1,14.2,0.501,2.0,4.8,0.411,5.2,9.4,0.547,0.57,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,
jrue holiday,2022-23,32.0,MIL,NBA,PG,67.0,65.0,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,
jrue holiday,2023-24,33.0,BOS,NBA,PG,69.0,69.0,32.8,4.8,10.0,0.48,2.0,4.7,0.429,2.8,5.3,0.526,0.581,0.9,1.0,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,1.6,12.5,
payton pritchard,2021-22,24.0,BOS,NBA,PG,71,2,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.564,0.3,0.3,1.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,
payton pritchard,2022-23,25.0,BOS,NBA,PG,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6,
payton pritchard,2023-24,26.0,BOS,NBA,PG,82,5,22.3,3.6,7.7,0.468,1.8,4.7,0.385,1.8,3.1,0.593,0.583,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,1.3,9.6,
jaylen brown,2021-22,25.0,BOS,NBA,SF,66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,
jaylen brown,2022-23,26.0,BOS,NBA,SF,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,
jaylen brown,2023-24,27.0,BOS,NBA,SF,70,70,33.5,9.0,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,
kristaps porzingis,2021-22,26.0,TOT,NBA,PF,51,51,29.0,6.9,15.0,.459,1.5,4.9,.310,5.4,10.1,.532,.510,4.9,5.6,.867,2.0,6.1,8.1,2.3,0.7,1.6,1.6,2.7,20.2,
kristaps porzingis,2022-23,27.0,WAS,NBA,C,65,65,32.6,7.8,15.7,.498,2.1,5.5,.385,5.7,10.2,.559,.565,5.4,6.4,.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,
kristaps porzingis,2023-24,28.0,BOS,NBA,C,57,57,29.6,6.8,13.2,.516,1.9,5.1,.375,4.9,8.1,.606,.589,4.5,5.3,.858,1.7,5.5,7.2,2.0,0.7,1.9,1.6,2.7,20.1,
jordan walsh,2023-24,19.0,BOS,NBA,SF,9,1,9.2,0.7,1.7,0.4,0.2,1.0,0.222,0.4,0.7,0.667,0.467,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7,
oshae brissett,2021-22,23.0,IND,NBA,SF,67.0,25.0,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4.0,0.465,0.493,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,
oshae brissett,2022-23,24.0,IND,NBA,PF,65.0,2.0,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,
oshae brissett,2023-24,25.0,BOS,NBA,SF,55.0,1.0,11.5,1.2,2.8,0.444,0.3,1.0,0.273,1.0,1.8,0.541,0.493,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,
al horford,2021-22,35.0,BOS,NBA,C,69.0,69.0,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,
al horford,2022-23,36.0,BOS,NBA,C,63.0,63.0,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.627,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,
al horford,2023-24,37.0,BOS,NBA,C,65.0,33.0,26.8,3.3,6.4,0.511,1.7,4.0,0.419,1.6,2.5,0.658,0.64,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.4,8.6,
sam hauser,2021-22,24.0,BOS,NBA,SF,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,
sam hauser,2022-23,25.0,BOS,NBA,SF,80,8,16.1,2.3,5.0,0.455,1.8,4.2,0.418,0.5,0.8,0.656,0.631,0.2,0.2,0.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,
sam hauser,2023-24,26.0,BOS,NBA,SF,79,13,22.0,3.2,7.1,0.446,2.5,5.9,0.424,0.7,1.2,0.559,0.623,0.2,0.2,0.895,0.6,2.9,3.5,1.0,0.5,0.3,0.4,1.3,9.0,
jaden springer,2021-22,19.0,PHI,NBA,SG,2.0,0.0,3.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,
jaden springer,2022-23,20.0,PHI,NBA,SG,16.0,2.0,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.514,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,
jaden springer,2023-24,21.0,TOT,NBA,"PG,SG",49.0,2.0,10.3,1.2,3.0,0.399,0.2,1.0,0.208,1.0,2.0,0.49,0.432,0.7,0.9,0.833,0.7,0.9,1.6,0.9,0.7,0.3,0.7,1.3,3.3,
daquan jeffries,2020-21,23.0,TOT,NBA,SG,31,5,15.9,1.6,3.9,.417,0.6,2.2,.299,1.0,1.7,.566,.500,0.2,0.3,.875,0.6,1.7,2.3,0.7,0.5,0.3,0.5,1.5,4.1,
daquan jeffries,2021-22,24.0,MEM,NBA,SG,3,0,3.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,
daquan jeffries,2023-24,26.0,NYK,NBA,SG,17,0,2.7,0.4,1.0,.353,0.1,0.6,.200,0.2,0.4,.571,.412,0.0,0.1,.000,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,
jacob toppin,2023-24,23.0,NYK,NBA,SF,9,0,4.2,0.6,1.0,0.556,0.1,0.4,0.25,0.4,0.6,0.8,0.611,0.2,0.2,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,0.3,1.4,
chuma okeke,2021-22,23.0,ORL,NBA,PF,70,20,25.0,3.1,8.2,.376,1.7,5.3,.318,1.4,2.9,.480,.478,0.8,0.9,.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,
chuma okeke,2022-23,24.0,ORL,NBA,SF,27,8,19.2,1.6,4.5,.352,1.0,3.2,.302,0.6,1.3,.472,.459,0.6,0.8,.762,1.0,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,
chuma okeke,2023-24,25.0,ORL,NBA,SF,47,8,9.2,0.9,2.4,.357,0.5,1.7,.280,0.4,0.6,.567,.460,0.1,0.1,.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,
precious achiuwa,2021-22,22.0,TOR,NBA,C,73.0,28.0,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,
precious achiuwa,2022-23,23.0,TOR,NBA,C,55.0,12.0,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,
precious achiuwa,2023-24,24.0,TOT,NBA,"C,PF",74.0,18.0,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5.0,0.562,0.529,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6,
cameron payne,2021-22,27.0,PHO,NBA,PG,58.0,12.0,22.0,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3.0,4.9,0.7,0.3,1.8,2.1,10.8,
cameron payne,2022-23,28.0,PHO,NBA,PG,48.0,15.0,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1.0,1.3,0.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,
cameron payne,2023-24,29.0,TOT,NBA,PG,78.0,10.0,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,
og anunoby,2021-22,24.0,TOR,NBA,SF,48.0,48.0,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,
og anunoby,2022-23,25.0,TOR,NBA,SF,67.0,67.0,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,
og anunoby,2023-24,26.0,TOT,NBA,SF,50.0,50.0,34.0,5.6,11.5,0.489,2.0,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,
mikal bridges,2021-22,25.0,PHO,NBA,SF,82.0,82.0,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,
mikal bridges,2022-23,26.0,TOT,NBA,"SF,SG",83.0,83.0,35.7,7.1,15.3,0.468,2.0,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,
mikal bridges,2023-24,27.0,BRK,NBA,SF,82.0,82.0,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,
miles mcbride,2021-22,21.0,NYK,NBA,PG,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,
miles mcbride,2022-23,22.0,NYK,NBA,PG,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,
miles mcbride,2023-24,23.0,NYK,NBA,PG,68,14,19.5,3.0,6.7,0.452,1.6,3.9,0.41,1.4,2.8,0.511,0.572,0.6,0.7,0.86,0.5,1.0,1.5,1.7,0.7,0.1,0.4,1.6,8.3,
josh hart,2021-22,26.0,TOT,NBA,SG,54.0,53.0,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,
josh hart,2022-23,27.0,TOT,NBA,SF,76.0,52.0,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,0.588,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,
josh hart,2023-24,28.0,NYK,NBA,SF,81.0,42.0,33.4,3.6,8.4,0.434,1.0,3.2,0.31,2.7,5.2,0.511,0.493,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,2.1,9.4,
donte divincenzo,2021-22,25.0,TOT,NBA,SG,42.0,1.0,23.9,2.8,8.0,0.351,1.8,5.2,0.339,1.0,2.8,0.373,0.461,1.7,2.0,0.843,1.0,3.1,4.0,2.8,1.1,0.2,1.7,1.6,9.0,
donte divincenzo,2022-23,26.0,GSW,NBA,SG,72.0,36.0,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,
donte divincenzo,2023-24,27.0,NYK,NBA,SG,81.0,63.0,29.1,5.5,12.4,0.443,3.5,8.7,0.401,2.0,3.7,0.542,0.584,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2.0,15.5,
keita bates-diop,2021-22,26.0,SAS,NBA,SF,59.0,14.0,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,
keita bates-diop,2022-23,27.0,SAS,NBA,PF,67.0,42.0,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,
keita bates-diop,2023-24,28.0,TOT,NBA,"PF,SF",53.0,8.0,12.5,1.4,3.1,0.434,0.4,1.3,0.304,1.0,1.8,0.526,0.497,0.6,0.8,0.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7,
jalen brunson,2021-22,25.0,DAL,NBA,SG,79.0,61.0,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,
jalen brunson,2022-23,26.0,NYK,NBA,PG,68.0,68.0,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,
jalen brunson,2023-24,27.0,NYK,NBA,PG,77.0,77.0,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7,
mitchell robinson,2021-22,23.0,NYK,NBA,C,72,62,25.7,3.6,4.8,0.761,0.0,0.0,,3.6,4.8,0.761,0.761,1.2,2.5,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,
mitchell robinson,2022-23,24.0,NYK,NBA,C,59,58,27.0,3.2,4.7,0.671,0.0,0.0,,3.2,4.7,0.671,0.671,1.0,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,
mitchell robinson,2023-24,25.0,NYK,NBA,C,31,21,24.8,2.4,4.1,0.575,0.0,0.0,,2.4,4.1,0.575,0.575,0.9,2.1,0.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8,5.6,
jericho sims,2021-22,23.0,NYK,NBA,PF,41,5,13.5,1.0,1.3,0.722,0.0,0.0,,1.0,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,
jericho sims,2022-23,24.0,NYK,NBA,C,52,16,15.6,1.6,2.1,0.776,0.0,0.0,0.0,1.6,2.0,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,
jericho sims,2023-24,25.0,NYK,NBA,C,45,11,13.0,0.8,1.2,0.691,0.0,0.0,,0.8,1.2,0.691,0.691,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0,
julius randle,2021-22,27.0,NYK,NBA,PF,72.0,72.0,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,
julius randle,2022-23,28.0,NYK,NBA,PF,77.0,77.0,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,
julius randle,2023-24,29.0,NYK,NBA,PF,46.0,46.0,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,
aj green,2022-23,23.0,MIL,NBA,SG,35,1,9.9,1.5,3.6,0.424,1.3,3.0,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,
aj green,2023-24,24.0,MIL,NBA,SG,56,0,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.5,0.519,0.599,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,
gary trent jr,2021-22,23.0,TOR,NBA,SG,70.0,69.0,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,
gary trent jr,2022-23,24.0,TOR,NBA,SG,66.0,44.0,32.1,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,
gary trent jr,2023-24,25.0,TOR,NBA,SG,71.0,41.0,28.1,5.1,11.9,0.426,2.5,6.4,0.393,2.6,5.5,0.464,0.531,1.0,1.4,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,1.4,13.7,
stanley umude,2022-23,23.0,DET,NBA,SG,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,
stanley umude,2023-24,24.0,DET,NBA,SG,24,2,12.8,1.5,3.5,0.44,1.0,2.2,0.453,0.5,1.3,0.419,0.583,1.2,1.3,0.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,5.3,
taurean prince,2021-22,27.0,MIN,NBA,PF,69.0,8.0,17.1,2.6,5.7,0.454,1.2,3.3,0.376,1.3,2.3,0.565,0.564,0.9,1.2,0.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3,
